Project Number,year,papersNum
1R01CA188341-01A1,1,0
2R01GM097057-05,5,0
1R01GM107710-01A1,1,0
5R01DA031826-04,4,0
5R01GM095904-04,4,0
2R01AI078994-06A1,6,1
5R01DK101329-03,3,0
1R01AI122448-01A1,1,0
5R01GM074827-11,11,2
5R01AI109108-02,2,1
3R01GM111635-01A1S1,1,0
1R01CA187692-01A1,1,0
1R01AI116917-01,1,0
5R01DK063934-13,13,2
5R01CA134845-06,6,2
7R01CA172408-02,2,0
5R01DA032533-03,3,0
1R01AI116975-01A1,1,0
5R01DC013307-02,2,0
5R01DK069403-09,9,8
5R01DC011377-04,4,4
5R01GM085385-08,8,0
3R01CA180061-03S1,3,0
5R01EY012507-16,16,0
5R01MH061492-13,13,0
5R01GM111779-02,2,0
5R01GM034985-30,30,0
5R01HL118556-03,3,0
5R01DC009026-08,8,0
5R01CA155676-05,5,0
5R01GM099669-04,4,0
5R01HL112671-03,3,2
5R01CA192240-02,2,0
5R01DA035632-03,3,0
1R01DK104681-01,1,0
5R01GM104485-03,3,0
5R01GM057829-17,17,0
1R01DK098447-01A1,1,0
5R01AA013588-15,15,0
5R01DK100281-02,2,0
5R01CA073808-18,18,3
1R01NS089688-01A1,1,1
2R01GM039066-26,26,0
2R01AR060306-06,6,0
1R01CA184103-01A1,1,1
1R01CA190717-01,1,1
5R01HL118268-02,2,0
5R01EY017841-07,7,14
5R01AR066033-02,2,1
5R01EY022428-03,3,0
1R01NS093990-01A1,1,0
1R01HG008613-01,1,0
5R01CA188650-02,2,0
5R01GM099807-04,4,6
5R01DE023874-03,3,3
5R01AG018454-13,13,1
2R01HL093052-07A1,7,2
5R01DA019912-08,8,10
5R01GM114851-02,2,0
5R01DK099452-02,2,0
5R01CA168733-03,3,2
1R01AI115716-01,1,0
1R01AR067763-01,1,1
2R01DK093045-06,6,0
1R01HD081868-01A1,1,0
2R01AG023084-11,11,3
5R01DK031206-31,31,0
5R01DA035657-04,4,0
1R01CA177852-01A1,1,0
2R01GM064386-14,14,4
1R01AR068048-01,1,0
5R01HL116042-04,4,17
5R01CA129037-08,8,2
5R01MH101536-03,3,0
3R01GM079320-09S1,9,1
3R01HL094463-06S1,6,3
5R01EY019942-05,5,0
5R01DK095663-03,3,0
5R01DK094863-03,3,0
1R01EB020416-01,1,0
5R01HL106063-05,5,36
5R01AI046458-12,12,0
5R01AI106925-02,2,0
5R01AR064369-03,3,12
5R01HD074693-03,3,0
1R01HL129763-01,1,2
1R01GM116582-01,1,0
5R01CA113451-09,9,1
5R01NS076465-05,5,15
5R01DK068271-11,11,6
5R01AG020048-18,18,0
5R01DA035926-02,2,0
7R01HL116581-04,4,2
5R01GM100482-04,4,5
1R01HD084163-01,1,0
5R01LM011116-04,4,2
5R01HL114124-05,5,0
5R01DC000491-28,28,0
5R01EY021228-02,2,1
5R01CA154920-05,5,0
1R01GM111452-01A1,1,1
5R01AR063754-02,2,0
5R01CA163798-04,4,0
5R01CA109542-08,8,0
1R01AI116432-01,1,0
1R01HL124174-01A1,1,0
5R01CA113809-09,9,1
1R01HD079625-01A1,1,0
5R01GM106137-03,3,5
5R01AG042411-03,3,0
5R01MH100973-02,2,0
5R01DA015612-13,13,16
1R01DK101773-01A1,1,0
5R01NS076573-04,4,1
5R01AI093692-04,4,0
1R01GM111980-01A1,1,0
2R01NS065926-05A1,5,16
5R01MH093303-04,4,0
5R01DK077949-06,6,0
5R01CA185623-02,2,2
5R01EY022360-04,4,0
1R01GM117901-01,1,0
2R01EB009910-06A1,6,6
5R01NR012618-04,4,6
5R01DA034776-03,3,0
1R01HL126141-01,1,0
5R01HL111291-03,3,0
5R01NS079268-04,4,0
5R01CA172380-03,3,2
5R01GM104503-05,5,0
1R01NS093200-01,1,1
2R01DK088826-05,5,0
1R01MH107422-01,1,0
5R01GM090271-06,6,8
2R01AI035681-20A1,20,0
5R01GM067005-10,10,0
5R01AA021217-03,3,3
5R01AA010788-19,19,0
5R01DK098819-02,2,0
1R01HD082554-01A1,1,0
5R01AG030311-09,9,6
5R01HL088498-07,7,0
1R01GM111645-01A1,1,0
2R01CA086065-16,16,5
5R01EY022691-04,4,0
5R01DE022015-05,5,0
5R01AR055670-07,7,2
5R01CA160715-05,5,7
5R01GM080600-08,8,1
1R01HL131768-01A1,1,0
5R01GM108492-02,2,5
5R01CA159959-05,5,4
5R01GM068865-10,10,1
5R01DE024522-02,2,0
5R01GM067848-13,13,0
2R01GM057378-17,17,0
5R01EY017606-11,11,0
5R01GM110195-02,2,0
5R01CA129371-08,8,13
5R01AI100119-04,4,0
1R01DE024607-01A1,1,0
1R01AI116584-01,1,0
5R01NS088202-02,2,0
5R01DA012568-17,17,12
5R01HL089473-07,7,0
5R01DC002167-18,18,2
5R01GM100346-03,3,0
5R01HL118419-03,3,1
1R01HL122846-01A1,1,0
5R01DC012774-03,3,0
5R01AI015650-39,39,0
2R01NS022061-31,31,0
3R01MH097979-03S1,3,5
5R01MH098062-03,3,0
5R01HL110791-03,3,2
5R01NS028471-25,25,2
1R01DK103902-01A1,1,0
1R01CA193994-01,1,0
5R01HD073221-03,3,0
5R01HD058047-07,7,4
1R01CA198076-01,1,0
5R01GM100700-04,4,0
2R01EY014263-09,9,0
5R01HL029289-28,28,0
5R01HL085870-09,9,0
5R01GM080639-08,8,20
5R01GM109183-02,2,2
3R01GM099990-04S1,4,1
5R01EY023871-03,3,0
5R01HD048895-10,10,2
3R01DE022350-04S1,4,3
5R01HL049989-21,21,0
5R01AG043401-03,3,0
1R01HL127694-01,1,0
5R01DA036017-03,3,0
2R01DE019902-06,6,6
3R01GM078114-08S1,8,1
5R01NS086372-03,3,1
1R01DK103557-01A1,1,0
5R01HL070187-12,12,0
5R01CA135491-07,7,2
5R01CA166593-04,4,0
5R01AG041785-03,3,1
5R01DA036492-03,3,0
1R01HG008728-01,1,0
5R01AI104706-02,2,0
1R01GM115489-01,1,0
5R01DC008080-07,7,23
1R01GM112790-01A1,1,0
5R01HD079512-02,2,4
3R01DK099722-02S1,2,3
5R01AR064700-02,2,0
5R01HL027255-31,31,0
2R01DK054740-15,15,0
5R01GM104369-02,2,0
5R01CA157779-03,3,0
3R01AI106930-02S1,2,0
1R01CA193359-01,1,0
5R01AG045350-02,2,0
5R01CA168900-04,4,0
5R01GM059708-15,15,0
5R01NR013938-04,4,0
5R01HL112085-03,3,2
1R01HD075829-01A1,1,0
5R01CA120205-10,10,2
5R01CA177771-02,2,2
1R01DK103295-01A1,1,0
1R01HD082120-01,1,0
5R01GM102575-04,4,6
5R01HL093324-07,7,1
5R01HL089043-06,6,3
5R01DA034527-03,3,0
5R01CA155489-05,5,0
5R01DA035214-03,3,0
5R01AR064307-02,2,1
5R01AI076272-07,7,0
5R01HL107715-04,4,1
5R01AI064389-11,11,0
5R01EY018383-09,9,1
5R01CA181207-02,2,1
5R01NR012445-05,5,1
5R01GM066775-12,12,1
5R01AR062613-02,2,0
1R01MH106581-01A1,1,0
5R01DE018405-08,8,3
1R01DE025014-01A1,1,0
5R01AI102732-04,4,1
6R01DK064842-11,11,0
1R01GM113105-01,1,0
5R01NS084996-03,3,0
3R01AI107951-02S1,2,0
1R01NS091100-01A1,1,0
2R01NS058585-06,6,0
5R01EY001545-37,37,6
5R01HL088243-08,8,0
5R01AI093768-04,4,0
5R01CA129383-08,8,0
5R01CA160593-03,3,0
5R01GM097260-05,5,6
5R01NS073848-04,4,4
5R01DK091539-04,4,0
1R01MH104488-01A1,1,0
5R01NS079751-03,3,1
5R01GM074701-10,10,1
5R01CA162433-04,4,1
5R01HL097979-05,5,0
5R01EY017605-08,8,5
5R01NS073855-04,4,0
5R01ES023423-02,2,0
5R01HL107974-04,4,0
5R01DA034678-03,3,0
5R01NS086444-02,2,2
5R01CA160457-05,5,2
5R01CA052040-21,21,0
1R01CA195512-01,1,0
5R01GM101950-04,4,1
5R01GM079804-08,8,0
2R01GM040392-28,28,4
2R01GM093905-05A1,5,0
2R01DA026472-05A1,5,2
1R01GM110194-01A1,1,0
5R01EB016701-03,3,1
5R01DK059427-15,15,0
5R01CA181319-02,2,0
5R01GM096472-04,4,0
7R01DA038598-02,2,0
1R01EY024378-01A1,1,2
5R01AI093346-05,5,0
5R01CA114425-09,9,1
5R01GM097480-04,4,0
5R01HD036655-16,16,3
5R01AI064227-10,10,2
5R01AR051968-09,9,0
7R01AI095437-05,5,1
5R01MH101514-03,3,2
2R01GM065386-14,14,0
5R01HL122737-02,2,0
5R01NS077015-04,4,0
5R01DA033684-05,5,0
7R01DK103483-02,2,0
9R01GM116143-16,16,0
5R01GM014642-48,48,0
5R01AI107034-03,3,2
5R01CA159945-04,4,1
2R01AI045818-16A1,16,0
5R01AI111809-02,2,0
5R01MH077303-10,10,2
1R01NS094067-01A1,1,0
5R01GM084946-07,7,1
5R01AG023039-13,13,0
5R01CA177600-03,3,1
5R01AG046149-02,2,0
5R01DA034497-04,4,1
5R01NS034235-18,18,0
5R01DA033956-03,3,1
5R01AI098450-04,4,0
5R01DA034634-03,3,2
7R01HL069321-11,11,2
5R01CA160433-04,4,2
5R01AI110713-02,2,0
5R01AI105206-03,3,0
3R01CA075059-17S1,17,0
5R01AT007701-02,2,0
5R01EY023629-03,3,0
5R01DA035207-02,2,0
5R01ES014032-06,6,2
1R01HL123771-01A1,1,2
5R01HL121386-02,2,1
5R01DA035247-03,3,0
5R01DK100826-03,3,1
5R01AG044404-02,2,0
5R01CA164225-04,4,2
5R01DK098529-03,3,3
5R01DK041274-28,28,0
3R01MH069942-11S1,11,6
5R01MD006228-06,6,0
5R01EB001965-12,12,0
3R01DK097268-03S1,3,1
5R01AI100569-02,2,0
5R01HD062567-05,5,1
1R01EB020407-01A1,1,2
1R01EB019947-01,1,0
5R01GM105802-02,2,2
5R01DK098492-02,2,0
5R01ES012259-26,26,1
5R01CA163451-04,4,0
1R01DK105825-01A1,1,0
5R01CA112356-10,10,13
1R01AA023781-01A1,1,0
5R01HD069370-05,5,1
5R01AR067135-02,2,0
5R01AI099628-02,2,0
5R01MH098534-04,4,2
5R01HD054681-12,12,5
5R01CA175768-02,2,0
5R01CA188892-02,2,0
5R01AI096528-05,5,0
7R01DK042748-25,25,0
5R01AI083115-07,7,0
5R01HL112661-04,4,2
5R01CA154489-05,5,1
5R01DE019458-05,5,0
5R01AR063663-04,4,0
3R01GM040392-28S1,28,4
3R01CA157790-05S1,5,3
5R01GM099943-04,4,0
5R01DK052766-18,18,0
7R01NS069898-05,5,0
5R01CA081237-18,18,0
5R01HL114024-04,4,0
5R01DC012836-03,3,2
5R01HG003008-11,11,33
2R01AI083146-05A1,5,0
1R01AR067288-01A1,1,0
5R01DA032634-04,4,0
5R01GM067202-12,12,1
5R01CA079716-16,16,0
5R01CA160556-05,5,2
1R01AI110577-01A1,1,0
1R01HL124116-01A1,1,1
6R01DK078750-09,9,0
5R01CA155243-05,5,1
5R01AR050501-12,12,11
5R01GM069875-11,11,2
5R01MH096815-04,4,0
5R01HL112919-03,3,0
5R01CA160333-05,5,0
3R01AI114266-01S1,1,1
1R01EY025528-01,1,0
5R01HL098909-06,6,0
2R01MH061345-17,17,0
5R01DK093507-04,4,0
5R01DE022032-04,4,15
5R01HL106584-04,4,2
5R01GM075995-10,10,0
1R01HD082098-01,1,0
5R01NS085831-02,2,0
2R01GM095843-05,5,0
5R01HL111829-04,4,2
5R01EY024134-02,2,1
5R01MH095737-04,4,0
5R01GM097569-05,5,9
5R01NS084869-23,23,0
5R01HL119065-02,2,0
5R01NS088209-02,2,1
5R01NS084396-22,22,0
5R01AI093104-05,5,5
2R01HL082945-09,9,11
2R01NS034939-16A1,16,0
5R01CA175754-02,2,5
2R01HL049244-20,20,0
5R01CA028596-32,32,0
5R01CA168484-05,5,2
5R01NS073997-06,6,3
3R01CA160457-04S1,4,2
5R01AR061758-05,5,5
5R01NS076471-03,3,2
5R01AI111595-03,3,0
5R01DE023946-03,3,0
5R01AI093646-04,4,0
5R01HD076125-02,2,0
5R01MH101814-03,3,8
5R01HL117983-02,2,1
5R01HD073292-04,4,0
5R01DK074192-14,14,0
1R01CA194057-01,1,0
7R01HL117063-03,3,0
5R01NS083704-02,2,3
5R01GM067761-12,12,5
5R01HL107713-04,4,1
5R01AI081838-07,7,3
2R01GM075965-09A1,9,1
1R01ES023451-01A1,1,0
3R01AG042165-03S1,3,0
5R01EY024575-02,2,0
5R01NR012923-04,4,0
5R01DK066600-08,8,0
5R01HL108625-04,4,2
5R01CA116034-10,10,1
5R01MH103133-03,3,8
1R01AG050701-01,1,0
1R01GM114267-01A1,1,0
3R01DK084979-06S1,6,0
5R01MH055880-19,19,0
5R01GM063691-13,13,0
5R01AI047294-17,17,0
2R01MH087450-06A1,6,0
5R01CA050706-25,25,0
5R01DE022552-04,4,2
5R01NS078331-04,4,0
5R01HL114611-04,4,1
1R01AG047649-01A1,1,0
5R01GM100788-04,4,5
5R01EY020796-18,18,3
1R01GM113945-01,1,1
1R01MH107649-01,1,0
5R01GM079359-07,7,2
1R01DK105124-01,1,0
5R01HL109388-05,5,2
5R01HD071937-02,2,0
5R01HG006838-02,2,0
7R01AI099080-02,2,2
1R01NS088567-01A1,1,0
1R01HL123546-01A1,1,0
5R01CA136808-05,5,3
5R01HL081613-08,8,0
1R01CA184843-01A1,1,5
5R01AG043930-03,3,33
5R01MH057368-17,17,2
1R01CA188991-01A1,1,0
5R01DE022001-05,5,0
5R01CA085848-15,15,5
1R01GM110276-01A1,1,1
5R01DK098824-03,3,0
5R01GM079265-07,7,6
5R01DK084056-06,6,4
5R01CA173083-04,4,5
3R01GM061300-15S1,15,0
1R01AI113292-01A1,1,0
2R01AI087520-05A1,5,6
7R01NR013466-05,5,2
3R01EY024354-02S1,2,1
2R01HL087778-06A1,6,1
5R01HL115580-03,3,1
5R01AR046000-16,16,0
5R01GM107054-03,3,0
5R01GM084020-07,7,1
5R01NS073947-05,5,4
5R01DK099199-02,2,3
5R01CA166945-03,3,0
5R01MH095503-04,4,0
5R01AI047837-14,14,3
5R01NS075017-04,4,2
5R01NS038690-14,14,2
5R01CA163662-03,3,0
5R01CA184384-02,2,1
5R01DC005788-11,11,5
1R01CA190449-01A1,1,1
5R01AA017226-08,8,0
5R01TW008662-04,4,8
2R01DK041876-27,27,0
1R01EY024624-01A1,1,0
5R01CA170549-04,4,0
5R01GM079177-06,6,12
5R01GM081871-08,8,7
5R01CA167446-04,4,1
1R01HL119322-01A1,1,0
5R01DK100605-02,2,0
1R01NS086953-01A1,1,0
5R01MH095297-05,5,0
5R01DA033404-04,4,0
5R01CA061021-22,22,1
5R01HL119802-03,3,2
1R01DA040993-01,1,0
5R01NS065110-06,6,6
5R01DC011284-05,5,3
5R01HL121708-02,2,0
5R01CA117930-09,9,0
5R01HD078543-02,2,0
5R01HL113988-04,4,0
5R01HL077439-12,12,0
5R01GM111638-02,2,0
5R01HL087088-09,9,0
5R01AT008764-02,2,0
5R01GM104370-04,4,1
5R01DK095210-04,4,0
1R01MH108408-01,1,0
5R01CA176844-03,3,1
5R01HL116727-03,3,1
5R01GM059288-15,15,0
5R01CA192438-02,2,0
5R01CA164241-05,5,0
5R01HL114379-04,4,1
1R01GM110050-01A1,1,0
5R01MH095676-04,4,0
3R01DA036582-02S1,2,1
5R01NS075331-04,4,0
5R01EY023261-02,2,0
5R01EY024628-03,3,0
5R01NS060653-07,7,0
5R01HL126542-02,2,0
5R01DK102641-07,7,0
5R01GM106020-03,3,0
5R01HL121754-02,2,6
5R01AT008393-02,2,0
5R01HL116899-02,2,0
5R01HL115068-04,4,1
5R01NS081141-03,3,0
5R01HD073491-03,3,0
2R01HL105397-05A1,5,19
5R01AG021518-13,13,1
5R01HD080097-02,2,0
5R01GM108711-02,2,4
1R01GM113188-01,1,3
5R01AI106380-03,3,2
5R01DC012595-04,4,0
3R01NS066587-31S1,31,0
5R01AG011816-22,22,0
1R01GM115545-01,1,0
5R01DK099071-03,3,0
5R01HL113351-04,4,0
5R01HL104070-05,5,0
5R01NS088719-02,2,1
5R01HL112873-03,3,0
5R01CA152089-06,6,4
5R01CA155453-05,5,0
1R01AT009169-01,1,0
1R01GM113236-01,1,0
2R01AI085051-06,6,0
5R01GM099801-04,4,0
5R01DK097347-03,3,1
5R01AI104709-03,3,0
5R01HL113550-03,3,0
5R01NS073874-05,5,3
5R01ES020836-04,4,2
5R01GM078266-08,8,0
1R01AI124355-01,1,0
5R01CA161880-06,6,3
5R01EY002858-39,39,0
5R01MD009118-02,2,0
5R01NS049488-10,10,13
5R01AI046675-16,16,5
5R01DA031678-04,4,0
5R01DK054468-12,12,0
5R01AI048689-15,15,3
5R01GM110009-03,3,0
5R01HL126492-02,2,0
5R01EY015573-09,9,0
5R01EB009745-06,6,6
1R01CA195513-01,1,0
5R01AI099394-03,3,7
5R01CA166265-04,4,0
1R01CA184836-01A1,1,1
5R01HL111582-04,4,1
5R01AI108686-02,2,1
5R01CA130996-07,7,0
5R01EY024589-02,2,0
5R01CA054807-24,24,0
5R01DK070124-10,10,0
5R01HD076450-03,3,0
5R01GM102474-04,4,0
5R01HD073430-03,3,0
1R01DK104735-01,1,0
1R01HD081720-01A1,1,0
5R01NS083856-02,2,0
5R01AI104905-04,4,3
5R01HL110347-05,5,0
5R01DA032552-04,4,1
5R01DK101593-03,3,0
5R01AR066053-02,2,0
5R01CA095142-13,13,1
5R01ES015359-08,8,13
5R01HD072844-04,4,0
5R01CA159447-04,4,4
5R01DE022065-05,5,1
5R01DK097081-03,3,0
5R01CA172230-02,2,0
5R01GM106727-02,2,0
5R01MH094293-04,4,3
1R01GM112641-01A1,1,0
5R01DK054830-15,15,0
1R01AT008632-01,1,0
5R01CA170653-04,4,1
5R01EY024068-02,2,6
5R01AI113903-02,2,1
5R01AI104476-02,2,0
5R01HD040647-12,12,1
5R01AA022068-03,3,0
1R01AI116901-01,1,0
5R01HL103868-06,6,0
5R01HL117004-03,3,1
1R01CA196996-01,1,0
5R01NS074178-05,5,0
5R01HL116381-02,2,10
5R01AR064350-03,3,4
5R01NS078008-04,4,0
5R01ES023563-02,2,0
5R01CA154356-05,5,3
5R01DA033393-04,4,4
1R01AG046938-01A1,1,0
3R01AG041861-04S1,4,3
5R01HD065532-05,5,1
5R01AA021667-03,3,0
5R01HL114907-04,4,2
5R01GM065484-12,12,2
5R01DK097830-04,4,0
5R01AI109039-02,2,7
5R01GM101012-04,4,0
5R01DK061659-11,11,0
3R01GM045735-18S1,18,0
5R01DC009209-12,12,6
5R01HL111407-04,4,0
5R01DC012538-03,3,2
5R01DA036564-02,2,0
3R01DC011538-03S2,3,0
1R01GM117439-01,1,0
1R01AI120009-01,1,0
5R01GM104040-03,3,2
1R01AR068438-01,1,0
5R01NS041249-15,15,4
1R01DC014105-01A1,1,0
5R01HL076259-11,11,0
5R01DK097096-03,3,2
5R01GM100477-08,8,0
5R01DC010796-05,5,2
5R01AA020331-04,4,7
5R01CA157542-04,4,1
1R01HL127491-01,1,0
5R01NS036715-17,17,11
1R01NS091390-01,1,0
5R01AI074667-07,7,10
5R01HL106190-04,4,1
3R01NS079691-04S1,4,4
5R01EY012810-17,17,0
1R01DK105961-01,1,0
5R01DK098582-04,4,3
5R01DC000194-31,31,0
1R01DE025037-01A1,1,0
5R01CA155370-05,5,0
5R01GM097562-04,4,0
5R01AR066124-02,2,1
7R01EY018005-07,7,0
5R01MH083973-07,7,14
5R01HL111552-04,4,2
1R01CA177587-01A1,1,0
5R01GM089636-05,5,1
5R01MD006185-04,4,1
5R01GM100088-03,3,0
1R01GM111665-01A1,1,0
5R01CA158179-04,4,2
5R01DA034086-04,4,2
5R01CA169702-03,3,0
5R01DE017102-10,10,2
2R01GM073919-09A1,9,0
5R01HL111759-04,4,7
5R01CA168677-03,3,0
5R01GM101038-04,4,0
5R01AI052157-13,13,0
1R01EY024649-01A1,1,0
5R01HL062410-16,16,0
5R01AG046320-02,2,0
5R01DC011901-05,5,2
1R01AG050440-01A1,1,0
1R01ES025786-01,1,4
1R01GM114170-01A1,1,1
5R01AG020245-14,14,0
5R01AA012863-15,15,1
5R01DK076906-09,9,2
5R01AG031743-07,7,1
5R01GM100329-05,5,0
7R01HL067933-12,12,0
5R01HD069322-04,4,0
5R01GM068016-13,13,3
7R01EY024045-02,2,0
5R01HL068673-12,12,0
5R01MH097997-03,3,0
1R01CA194518-01A1,1,0
5R01CA152066-05,5,1
5R01NS089652-02,2,1
5R01AI097012-04,4,3
3R01HL121708-02S1,2,0
5R01DE023222-04,4,0
5R01AR055993-06,6,0
5R01EY022651-05,5,6
5R01NS083678-03,3,0
5R01CA163353-04,4,1
1R01CA197967-01,1,0
5R01AI089700-05,5,5
1R01NS093002-01,1,0
3R01DK101573-02S1,2,1
2R01EY008850-23A1,23,1
6R01AG044829-03,3,2
5R01NR014181-04,4,2
5R01GM066885-13,13,0
5R01GM098617-04,4,0
1R01DA039901-01,1,2
5R01NS077952-03,3,0
5R01DK100689-02,2,1
5R01GM094220-05,5,1
5R01MH095507-05,5,9
1R01MH107536-01,1,0
5R01AI069285-09,9,0
5R01AI033066-24,24,0
2R01GM065447-10,10,11
1R01HD084547-01,1,0
5R01DC002368-21,21,2
5R01HL116205-03,3,0
5R01CA169189-04,4,0
2R01HL105314-05A1,5,7
1R01HL121059-01A1,1,0
5R01DK071111-08,8,2
3R01CA170665-04S1,4,5
5R01MH100155-03,3,1
5R01DE022988-04,4,7
5R01AG042400-03,3,4
2R01GM031082-31A1,31,0
5R01MH098454-03,3,1
5R01HL057353-18,18,0
5R01HL114468-04,4,0
5R01EY022891-03,3,0
1R01DK101509-01A1,1,0
3R01AG031797-05S1,5,0
2R01AG024425-11,11,0
5R01DK098449-03,3,0
5R01GM107444-03,3,0
5R01GM108799-02,2,0
5R01HD065900-05,5,1
5R01AR064772-02,2,0
2R01GM093278-06A1,6,4
5R01MH102377-02,2,5
5R01CA118113-07,7,0
5R01DK080236-07,7,1
5R01HL116522-03,3,1
5R01AG032051-08,8,1
5R01HL117829-02,2,6
5R01NS085412-03,3,0
5R01AA019793-05,5,0
1R01MH107659-01,1,0
5R01AR062006-06,6,1
5R01AI100129-04,4,0
5R01AI108889-02,2,3
5R01CA167966-04,4,2
5R01ES021482-03,3,0
5R01AI103369-03,3,2
5R01AI087645-05,5,2
2R01DK081572-07,7,7
5R01AG042513-04,4,3
1R01CA190678-01,1,0
5R01NS055876-09,9,16
5R01NS084473-23,23,0
5R01AG045351-02,2,4
5R01HL121233-02,2,0
5R01DK093526-04,4,13
5R01CA154562-04,4,0
5R01GM104980-07,7,2
2R01DK060540-10A1,10,1
5R01NS038461-17,17,7
5R01AG011385-21,21,0
5R01DA037924-02,2,2
5R01HL114396-05,5,0
5R01NS042169-12,12,0
5R01EB019804-02,2,0
5R01DC002281-18,18,1
5R01MH100984-03,3,2
5R01CA119917-08,8,3
5R01CA132829-07,7,3
3R01ES021832-03S1,3,1
5R01HL105857-05,5,1
5R01EB020539-02,2,0
5R01CA180039-03,3,1
2R01ES004738-21A1,21,21
5R01NS083559-02,2,8
5R01EY005661-30,30,0
2R01AI085087-05A1,5,0
1R01NS094011-01,1,0
5R01ES019217-05,5,0
1R01GM114341-01,1,0
5R01AI110271-02,2,1
1R01AI114304-01A1,1,0
5R01AG040220-04,4,1
3R01CA157754-04S2,4,5
3R01AG045835-03S1,3,0
5R01MH093348-05,5,1
5R01NS076312-05,5,1
5R01CA149566-05,5,3
5R01GM110776-08,8,0
5R01AI091917-06,6,2
5R01HD076476-03,3,0
5R01CA184274-02,2,0
5R01AI104920-02,2,0
1R01GM116872-01,1,0
5R01ES023209-02,2,0
5R01ES013163-09,9,11
5R01AG046174-02,2,1
5R01AG041856-04,4,0
5R01NS046606-09,9,1
1R01NS092570-01,1,0
5R01CA096841-10,10,0
5R01CA168912-02,2,0
3R01DA034952-03S1,3,1
5R01DA031171-04,4,0
5R01AR065645-02,2,0
2R01DC011034-06,6,1
5R01EY016431-09,9,3
5R01GM104231-04,4,4
5R01MH048463-22,22,0
5R01AI111532-02,2,1
5R01DA035055-04,4,2
5R01GM101457-04,4,7
5R01HD072499-04,4,0
5R01DE016690-09,9,3
1R01GM115914-01,1,0
5R01AI106561-03,3,0
1R01NS091329-01A1,1,0
1R01DK106512-01,1,0
5R01GM041239-19,19,0
5R01AG042569-03,3,0
1R01GM112710-01,1,0
7R01AA021434-03,3,0
1R01DK104371-01A1,1,0
5R01GM101988-37,37,0
5R01MH065531-14,14,6
1R01AA021746-01A1,1,0
5R01EY012726-14,14,2
5R01DC005575-14,14,8
5R01NS051630-10,10,1
5R01DK101328-02,2,1
5R01EB009731-07,7,23
5R01GM055560-17,17,0
1R01CA195692-01,1,0
5R01CA085679-14,14,7
5R01AT007830-03,3,0
5R01NS080180-04,4,1
5R01DK056645-15,15,3
5R01AI095255-04,4,1
2R01GM050006-27,27,0
5R01GM110068-02,2,3
5R01AI106725-03,3,1
5R01HG007104-03,3,8
1R01GM114379-01,1,0
5R01DK092271-05,5,1
5R01DK098503-03,3,16
5R01CA164729-04,4,5
5R01DC012308-04,4,1
2R01DC003552-15,15,3
5R01NS084026-02,2,0
5R01EY008247-25,25,0
5R01CA188480-02,2,0
1R01DA037961-01A1,1,0
3R01EY021237-04S1,4,4
5R01DK095440-04,4,0
5R01HD060072-07,7,15
3R01AI092305-04S1,4,2
5R01MH104200-02,2,0
5R01HL105947-04,4,0
5R01CA177377-03,3,3
1R01DK101645-01A1,1,0
5R01AI099372-03,3,0
5R01GM098461-05,5,0
5R01DK052913-16,16,0
5R01HD073948-04,4,1
3R01NS083872-02S1,2,6
5R01GM106239-04,4,0
1R01HL126729-01,1,1
5R01EY021502-04,4,0
3R01GM073874-09S1,9,4
1R01CA193655-01,1,0
5R01CA172169-03,3,0
5R01AI104887-03,3,1
5R01MH097320-04,4,4
3R01CA102729-12S1,12,18
3R01CA166450-03S2,3,2
5R01HD073254-03,3,1
1R01AI119032-01,1,0
5R01HL013423-42,42,0
5R01DA036557-02,2,0
5R01EY018868-07,7,0
2R01NS060803-06A1,6,2
5R01HD076898-02,2,0
5R01CA080100-17,17,1
5R01MH084861-06,6,5
5R01NS073611-04,4,4
5R01CA152192-05,5,0
1R01GM115475-01,1,0
5R01DC012938-03,3,1
5R01AG039374-04,4,1
3R01GM096000-03A1S1,3,1
5R01HL122742-02,2,0
3R01GM102604-04S1,4,0
1R01ES024133-01A1,1,0
5R01HD038082-13,13,3
5R01DK102206-02,2,0
5R01HL113004-02,2,0
5R01HD066963-05,5,1
5R01NS035032-19,19,0
7R01CA169368-03,3,0
1R01GM112656-01,1,0
5R01AI095324-04,4,0
2R01AR056702-06,6,0
3R01CA168575-03S1,3,5
5R01ES020395-04,4,0
1R01CA196932-01,1,0
1R01HL127661-01,1,0
5R01GM059609-15,15,0
1R01AG049668-01,1,0
5R01HL114439-04,4,1
1R01GM114315-01,1,0
1R01AI110374-01A1,1,0
2R01DK083350-06,6,0
5R01GM078653-07,7,0
5R01MH086522-05,5,0
1R01GM114068-01,1,0
5R01AG048825-02,2,2
5R01AA021347-03,3,0
5R01AI099277-05,5,0
3R01AI104848-02S1,2,5
5R01AI095192-05,5,0
5R01AA022292-03,3,0
1R01DE025220-01,1,0
5R01CA080757-17,17,0
5R01CA189479-02,2,0
5R01AI097177-04,4,3
5R01DE018707-08,8,3
5R01DK101573-02,2,1
5R01GM063611-14,14,0
1R01AI114630-01A1,1,1
5R01AI095239-02,2,1
5R01MH091363-06,6,4
1R01HL125583-01A1,1,0
1R01HD083481-01,1,0
5R01CA118947-10,10,0
5R01MD006058-05,5,1
5R01DK099055-02,2,0
5R01DA032603-04,4,0
5R01NS064969-07,7,0
5R01CA190665-02,2,0
5R01HL121036-02,2,0
